source,ticker,horizon,model,n,mae,rmse,dir_acc,corr,spearman_ic,bias
e1,MSFT,63,huber,3780,0.09841832912878194,0.1270812279314646,0.5674603174603174,-0.0345257383996206,-0.006957213642337817,-0.029408645897102223
e1,MSFT,63,lgbm_reg,3780,0.09815308954654707,0.12205841954966676,0.578042328042328,-0.08263767826225651,-0.08875277677316534,-0.028080311016054696
e1,MSFT,63,pls,3780,0.09603943499640283,0.12025935152889687,0.5685185185185185,-0.025373653951891575,-0.009204582183381643,-0.032477429373459626
e1,MSFT,63,xgb,3780,0.10329255199340621,0.12991898915799474,0.5396825396825397,-0.09399263856087627,-0.07237356261087055,-0.03296857175526923
e2,AAPL,5,elasticnet@market,1512,0.03174370308001338,0.04259702529596144,0.5403439153439153,0.025878526916686344,0.05615112093315775,0.00020789524346692472
e2,AAPL,5,elasticnet@sent,1512,0.03197903811752231,0.04270401104681987,0.5317460317460317,0.05289094798451491,0.06666147944515045,-0.003391898036115711
e2,AAPL,5,ens_best_recent_expanding,1512,0.031478884263775195,0.0418793799319125,0.5416666666666666,0.09066287785023937,0.07963162659303713,0.000432792130703324
e2,AAPL,5,ens_best_recent_last3,1512,0.031478884263775195,0.0418793799319125,0.5416666666666666,0.09066287785023937,0.07963162659303713,0.000432792130703324
e2,AAPL,5,ens_equal_expanding,1512,0.031285661163559,0.04172763352900576,0.5284391534391535,0.09999525465945802,0.09921049599801103,-0.00042721440897587474
e2,AAPL,5,ens_inv_mae_expanding,1512,0.03128507664465005,0.0417215387696367,0.5271164021164021,0.10050382156061469,0.09973909129779956,-0.0003956542115016425
e2,AAPL,5,ens_inv_mae_last3,1512,0.03128588920272278,0.04172234516100535,0.5277777777777778,0.10034353832936369,0.09965702335733431,-0.00039763799663472413
e2,AAPL,5,ens_mae_da_expanding,1512,0.0312492754872905,0.04167829110991738,0.5403439153439153,0.10093501892963397,0.10495745974978901,0.0005188755021477879
e2,AAPL,5,ens_mae_da_last3,1512,0.03128187814468225,0.041702023253252916,0.5383597883597884,0.09772645981050739,0.09968250121753204,0.00047051721858411727
e2,AAPL,5,ens_softmax_ic_expanding,1512,0.031295251704113854,0.04170804633201943,0.5376984126984127,0.10118589738763724,0.10028165619963683,-7.653477187303325e-05
e2,AAPL,5,ens_softmax_ic_last3,1512,0.03130759967436288,0.0417055350895355,0.5357142857142857,0.10230431775446241,0.10037015348975273,-2.0907227350827663e-05
e2,AAPL,5,huber@market,1512,0.03217254374755121,0.043045020427192715,0.5251322751322751,0.05473949069746559,0.03944228613398477,0.0025674595781201184
e2,AAPL,5,huber@sent,1512,0.03213777745931908,0.042811942510633236,0.5251322751322751,0.0876573054011808,0.07799784969498326,-0.0005397166577380608
